name,price,product_url,image_url,category,subcategory,product_id,size,brand
Coles Cabbage Half Wombok | 1 each,$3.20,https://www.coles.com.au/product/coles-cabbage-half-wombok-1-each-4456832,https://cdn.productimages.coles.com.au/productimages/4/4456832.jpg,Fruit & Vegetables,,4456832,1,Coles
Fresh Creme Royale Brushed Potatoes | approx. 200g,$0.78,https://www.coles.com.au/product/fresh-creme-royale-brushed-potatoes-approx.-200g-1022610,https://cdn.productimages.coles.com.au/productimages/1/1022610.jpg,Fruit & Vegetables,,1022610,approx. 200g,Fresh Creme Royale
Coles Organic Green Kale | 1 Each,$5.50,https://www.coles.com.au/product/coles-organic-green-kale-1-each-1058491,https://cdn.productimages.coles.com.au/productimages/1/1058491.jpg,Fruit & Vegetables,,1058491,1,Coles
Coles Chopped Spinach | 280g,$5.00,https://www.coles.com.au/product/coles-chopped-spinach-280g-1062590,https://cdn.productimages.coles.com.au/productimages/1/1062590.jpg,Fruit & Vegetables,,1062590,280g,Coles
Coles Fresh Celery Sticks Prepacked | 300g,$4.70,https://www.coles.com.au/product/coles-fresh-celery-sticks-prepacked-300g-1069160,https://cdn.productimages.coles.com.au/productimages/1/1069160.jpg,Fruit & Vegetables,,1069160,300g,Coles
Coles. Australian Walnut Kernel | 400g,$12.00,https://www.coles.com.au/product/coles.-australian-walnut-kernel-400g-1110570,https://cdn.productimages.coles.com.au/productimages/1/1110570.jpg,Fruit & Vegetables,,1110570,400g,Coles
Coles Durian Imported | approx. 2.5kg,$42.25,https://www.coles.com.au/product/coles-durian-imported-approx.-2.5kg-111227,https://cdn.productimages.coles.com.au/productimages/1/111227.jpg,Fruit & Vegetables,,111227,approx. 2.5kg,Coles
Coles Sour Snakes | approx 1kg,$25.00,https://www.coles.com.au/product/coles-sour-snakes-approx-1kg-1143400,https://cdn.productimages.coles.com.au/productimages/1/1143400.jpg,Fruit & Vegetables,,1143400,approx 1kg,Coles
Coles Fruit Mix | approx 1kg,$25.00,https://www.coles.com.au/product/coles-fruit-mix-approx-1kg-1143910,https://cdn.productimages.coles.com.au/productimages/1/1143910.jpg,Fruit & Vegetables,,1143910,approx 1kg,Coles
Coles Pottle Natural Pecans | approx 1kg,$45.00,https://www.coles.com.au/product/coles-pottle-natural-pecans-approx-1kg-1162664,https://cdn.productimages.coles.com.au/productimages/1/1162664.jpg,Fruit & Vegetables,,1162664,approx 1kg,Coles
Freshology Zucchini Slice | 440g,$7.50,https://www.coles.com.au/product/freshology-zucchini-slice-440g-1167919,https://cdn.productimages.coles.com.au/productimages/1/1167919.jpg,Fruit & Vegetables,,1167919,440g,Freshology
